accommodates,bathrooms,bedrooms,beds,host_total_listings_count,minimum_nights,number_of_reviews,price,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value
2.0,1.0,1.0,1.0,1.0,2.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,2.0,2.0,2.0,1.0,2.0,50.0,400.0,10.0,10.0,10.0,10.0,10.0,99.0,9.0
7.0,1.0,3.0,4.0,1.0,3.0,28.0,439.0,10.0,10.0,10.0,10.0,9.0,93.0,9.0
11.0,2.0,6.0,7.0,1.0,10.0,0.0,480.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,1.0,3.0,3.0,1.0,2.0,40.0,325.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
4.0,1.0,2.0,2.0,1.0,2.0,55.0,327.0,10.0,10.0,10.0,10.0,9.0,96.0,9.0
2.0,1.0,0.0,1.0,1.0,2.0,308.0,150.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,1.0,30.0,46.0,100.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
2.0,1.0,1.0,1.0,1.0,5.0,96.0,149.0,9.0,10.0,9.0,10.0,9.0,89.0,9.0
4.0,1.0,2.0,2.0,1.0,4.0,91.0,315.0,10.0,10.0,9.0,10.0,10.0,98.0,9.0
4.0,2.0,2.0,2.0,1.0,3.0,16.0,250.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
8.0,3.5,5.0,5.0,1.0,3.0,44.0,1025.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,59.0,130.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,298.0,115.0,10.0,10.0,10.0,10.0,10.0,94.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,0.0,120.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
3.0,1.0,1.0,2.0,1.0,3.0,22.0,89.0,10.0,9.0,9.0,9.0,10.0,87.0,9.0
2.0,1.0,1.0,1.0,1.0,1.0,39.0,200.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
1.0,1.5,1.0,0.0,1.0,2.0,149.0,103.0,10.0,10.0,10.0,10.0,9.0,97.0,10.0
6.0,1.0,2.0,4.0,1.0,2.0,47.0,345.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
3.0,1.0,2.0,2.0,1.0,4.0,13.0,350.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
6.0,1.0,3.0,3.0,1.0,2.0,17.0,545.0,10.0,10.0,10.0,10.0,10.0,99.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,8.0,159.0,8.0,9.0,9.0,9.0,8.0,87.0,9.0
4.0,1.0,2.0,2.0,1.0,4.0,66.0,150.0,9.0,9.0,9.0,9.0,9.0,90.0,9.0
4.0,1.0,2.0,3.0,1.0,2.0,10.0,220.0,10.0,10.0,10.0,10.0,10.0,100.0,9.0
1.0,1.0,1.0,1.0,1.0,2.0,92.0,89.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
4.0,1.0,2.0,2.0,1.0,30.0,15.0,200.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.0,1.0,3.0,1.0,2.0,84.0,240.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.0,2.0,2.0,1.0,30.0,22.0,189.0,9.0,10.0,10.0,10.0,9.0,86.0,9.0
6.0,1.0,2.0,3.0,1.0,30.0,47.0,199.0,10.0,10.0,10.0,10.0,9.0,92.0,9.0
7.0,2.0,4.0,4.0,1.0,2.0,27.0,575.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
6.0,2.5,3.0,4.0,1.0,3.0,42.0,810.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
6.0,1.0,3.0,3.0,1.0,2.0,99.0,405.0,10.0,9.0,9.0,9.0,10.0,92.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,56.0,160.0,9.0,10.0,10.0,9.0,9.0,98.0,9.0
2.0,1.0,1.0,2.0,1.0,1.0,1.0,125.0,10.0,10.0,10.0,8.0,10.0,100.0,10.0
5.0,1.0,2.0,3.0,1.0,3.0,45.0,250.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,1.0,60.0,2.0,50.0,9.0,10.0,10.0,10.0,10.0,100.0,8.0
7.0,2.0,3.0,6.0,1.0,2.0,3.0,280.0,10.0,10.0,9.0,10.0,8.0,87.0,10.0
2.0,2.5,1.0,1.0,1.0,1.0,30.0,150.0,9.0,10.0,9.0,9.0,9.0,87.0,8.0
2.0,1.0,1.0,1.0,1.0,2.0,251.0,145.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,0.0,1.0,1.0,3.0,215.0,188.0,10.0,10.0,10.0,10.0,9.0,96.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,77.0,125.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,1.0,2.0,26.0,125.0,10.0,10.0,10.0,10.0,9.0,98.0,10.0
6.0,2.0,2.0,3.0,1.0,2.0,112.0,395.0,10.0,10.0,10.0,9.0,9.0,96.0,9.0
2.0,1.0,1.0,1.0,1.0,3.0,119.0,169.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.0,2.0,2.0,1.0,2.0,43.0,225.0,10.0,10.0,10.0,10.0,9.0,96.0,10.0
2.0,1.0,1.0,1.0,1.0,1.0,152.0,149.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
2.0,2.0,1.0,1.0,1.0,3.0,25.0,250.0,10.0,10.0,9.0,10.0,9.0,98.0,10.0
4.0,1.0,2.0,2.0,1.0,30.0,115.0,395.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
2.0,1.0,0.0,1.0,1.0,3.0,93.0,175.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
2.0,1.0,0.0,1.0,1.0,2.0,5.0,149.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,0.0,1.0,1.0,30.0,41.0,125.0,10.0,10.0,9.0,10.0,10.0,94.0,9.0
4.0,2.0,2.0,2.0,1.0,4.0,29.0,425.0,10.0,10.0,9.0,10.0,9.0,92.0,9.0
2.0,1.0,1.0,1.0,1.0,1.0,317.0,174.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
2.0,1.0,2.0,3.0,1.0,2.0,3.0,204.0,9.0,9.0,10.0,10.0,9.0,100.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,78.0,199.0,9.0,10.0,9.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,60.0,75.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
9.0,2.5,4.0,4.0,1.0,2.0,55.0,995.0,9.0,9.0,9.0,9.0,10.0,87.0,8.0
6.0,1.0,2.0,4.0,1.0,2.0,9.0,300.0,9.0,10.0,9.0,9.0,10.0,89.0,9.0
6.0,1.0,2.0,3.0,1.0,30.0,16.0,450.0,9.0,9.0,9.0,9.0,10.0,96.0,9.0
4.0,1.0,1.0,2.0,1.0,2.0,35.0,100.0,10.0,10.0,9.0,10.0,10.0,91.0,9.0
5.0,1.5,3.0,3.0,1.0,3.0,83.0,355.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,1.0,30.0,14.0,150.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
5.0,1.0,2.0,3.0,1.0,3.0,0.0,200.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
1.0,1.0,0.0,1.0,1.0,31.0,14.0,139.0,10.0,10.0,10.0,10.0,9.0,99.0,9.0
5.0,1.5,2.0,2.0,1.0,1.0,0.0,275.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.0,2.0,2.0,1.0,2.0,46.0,240.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,1.0,1.0,30.0,12.0,170.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
3.0,1.0,0.0,1.0,1.0,2.0,7.0,160.0,10.0,10.0,10.0,10.0,9.0,89.0,9.0
4.0,1.0,0.0,2.0,1.0,30.0,9.0,107.0,8.0,10.0,9.0,9.0,10.0,89.0,9.0
2.0,1.0,1.0,1.0,1.0,3.0,61.0,150.0,10.0,10.0,9.0,10.0,10.0,95.0,10.0
2.0,1.0,1.0,1.0,1.0,3.0,0.0,195.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.0,1.0,3.0,1.0,2.0,0.0,275.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
1.0,1.0,1.0,1.0,1.0,30.0,33.0,129.0,10.0,10.0,10.0,10.0,10.0,99.0,9.0
12.0,2.0,3.0,6.0,1.0,2.0,22.0,1250.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.5,1.0,1.0,1.0,2.0,191.0,98.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,2.0,1.0,5.0,95.0,120.0,10.0,10.0,9.0,10.0,10.0,95.0,9.0
3.0,1.0,1.0,2.0,1.0,5.0,4.0,185.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,3.0,68.0,10.0,10.0,10.0,10.0,10.0,93.0,10.0
1.0,1.0,1.0,1.0,1.0,140.0,2.0,200.0,7.0,8.0,6.0,8.0,9.0,60.0,7.0
3.0,1.0,1.0,2.0,1.0,2.0,6.0,110.0,10.0,10.0,9.0,10.0,10.0,87.0,9.0
2.0,1.0,1.0,1.0,1.0,1.0,146.0,139.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,1.0,30.0,14.0,200.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,0.0,1.0,1.0,8.0,11.0,145.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,3.0,131.0,200.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
5.0,2.0,2.0,2.0,1.0,2.0,0.0,180.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
1.0,1.0,1.0,1.0,1.0,30.0,130.0,79.0,9.0,9.0,8.0,9.0,9.0,87.0,9.0
2.0,1.0,1.0,1.0,1.0,3.0,80.0,156.0,10.0,10.0,10.0,10.0,10.0,92.0,9.0
4.0,1.0,2.0,3.0,1.0,30.0,15.0,167.0,9.0,9.0,9.0,9.0,9.0,84.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,44.0,129.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,73.0,140.0,9.0,10.0,10.0,10.0,10.0,89.0,9.0
1.0,1.0,1.0,1.0,1.0,3.0,34.0,129.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
6.0,1.5,2.0,2.0,1.0,2.0,3.0,250.0,10.0,10.0,10.0,10.0,10.0,93.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,5.0,140.0,9.0,9.0,10.0,10.0,9.0,96.0,9.0
2.0,1.0,1.0,1.0,1.0,3.0,27.0,218.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
9.0,1.0,4.0,4.0,1.0,30.0,87.0,265.0,10.0,10.0,9.0,9.0,10.0,92.0,9.0
4.0,1.0,2.0,2.0,1.0,30.0,2.0,175.0,10.0,10.0,10.0,9.0,10.0,100.0,9.0
4.0,2.0,2.0,2.0,1.0,2.0,17.0,350.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
8.0,2.0,3.0,4.0,1.0,1.0,25.0,499.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,30.0,65.0,10.0,10.0,10.0,10.0,10.0,94.0,9.0
4.0,1.0,1.0,2.0,1.0,30.0,8.0,145.0,10.0,10.0,9.0,9.0,10.0,94.0,9.0
2.0,1.0,1.0,1.0,1.0,3.0,24.0,300.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
5.0,1.5,2.0,3.0,1.0,2.0,18.0,200.0,9.0,10.0,8.0,10.0,9.0,83.0,8.0
1.0,1.0,1.0,1.0,1.0,30.0,164.0,99.0,9.0,9.0,9.0,9.0,9.0,89.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,71.0,300.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
6.0,2.0,3.0,4.0,1.0,30.0,2.0,9000.0,10.0,10.0,10.0,10.0,10.0,100.0,8.0
5.0,2.0,3.0,3.0,1.0,2.0,14.0,250.0,10.0,10.0,9.0,10.0,10.0,94.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,5.0,117.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,1.0,3.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,1.0,1.0,1.0,30.0,15.0,200.0,10.0,10.0,9.0,10.0,10.0,96.0,10.0
3.0,1.0,1.0,1.0,1.0,1.0,193.0,125.0,10.0,10.0,10.0,10.0,10.0,95.0,10.0
3.0,1.0,1.0,2.0,1.0,5.0,59.0,225.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
2.0,1.0,1.0,1.0,1.0,30.0,5.0,120.0,10.0,9.0,9.0,10.0,10.0,100.0,10.0
5.0,1.0,2.0,3.0,1.0,2.0,58.0,250.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,164.0,155.0,10.0,10.0,9.0,10.0,10.0,92.0,9.0
2.0,1.0,1.0,1.0,1.0,3.0,186.0,139.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
6.0,2.0,3.0,4.0,1.0,2.0,8.0,195.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
6.0,2.5,3.0,4.0,1.0,5.0,2.0,300.0,10.0,8.0,9.0,9.0,10.0,90.0,10.0
5.0,2.5,3.0,3.0,1.0,2.0,15.0,899.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,62.0,115.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
5.0,2.0,3.0,3.0,1.0,3.0,9.0,250.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.5,1.0,1.0,1.0,1.0,168.0,88.0,8.0,8.0,7.0,9.0,10.0,80.0,8.0
5.0,1.0,3.0,3.0,1.0,2.0,6.0,250.0,9.0,9.0,8.0,9.0,8.0,87.0,8.0
2.0,1.0,1.0,1.0,1.0,1.0,177.0,250.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
6.0,2.5,2.0,3.0,1.0,3.0,25.0,275.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,41.0,168.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
2.0,1.0,0.0,1.0,1.0,3.0,112.0,220.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
4.0,1.5,2.0,2.0,1.0,2.0,3.0,350.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
6.0,1.5,2.0,3.0,1.0,30.0,42.0,295.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,1.0,1.0,7.0,43.0,159.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
1.0,1.0,1.0,2.0,1.0,1.0,4.0,199.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,30.0,54.0,145.0,9.0,9.0,9.0,9.0,9.0,87.0,9.0
6.0,1.0,3.0,3.0,1.0,5.0,1.0,675.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,2.0,2.0,2.0,1.0,30.0,1.0,155.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
6.0,3.5,4.0,4.0,1.0,7.0,18.0,750.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,75.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,0.0,1.0,1.0,1.0,1.0,135.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,1.0,2.0,1.0,30.0,29.0,275.0,9.0,9.0,9.0,9.0,8.0,88.0,8.0
4.0,1.0,2.0,2.0,1.0,30.0,1.0,235.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,1.0,1.0,1.0,3.0,104.0,249.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.0,1.0,1.0,1.0,2.0,43.0,190.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,2.0,1.0,1.0,2.0,35.0,225.0,10.0,10.0,9.0,10.0,10.0,95.0,9.0
2.0,1.0,1.0,1.0,1.0,30.0,5.0,151.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
5.0,2.5,3.0,4.0,1.0,4.0,11.0,525.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
5.0,1.5,3.0,4.0,1.0,6.0,4.0,370.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,1.0,11.0,150.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,1.0,30.0,1.0,135.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,1.0,1.0,30.0,33.0,175.0,10.0,10.0,10.0,9.0,10.0,97.0,9.0
4.0,1.0,1.0,2.0,1.0,2.0,140.0,200.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,1.0,1.0,48.0,190.0,10.0,10.0,9.0,10.0,9.0,89.0,9.0
7.0,3.0,4.0,4.0,1.0,5.0,8.0,1100.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,2.5,1.0,2.0,1.0,3.0,69.0,199.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
5.0,1.0,3.0,3.0,1.0,2.0,21.0,250.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.0,1.0,2.0,1.0,1.0,21.0,299.0,9.0,10.0,9.0,9.0,9.0,90.0,9.0
1.0,1.0,1.0,1.0,1.0,1.0,31.0,85.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
8.0,2.5,4.0,5.0,1.0,2.0,9.0,1000.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,1.0,1.0,1.0,30.0,54.0,185.0,10.0,10.0,10.0,10.0,10.0,93.0,9.0
2.0,1.0,0.0,1.0,1.0,2.0,135.0,135.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,1.0,3.0,50.0,230.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,115.0,125.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
5.0,1.0,2.0,3.0,1.0,3.0,19.0,250.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,1.0,30.0,115.0,165.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
4.0,1.0,2.0,2.0,1.0,3.0,45.0,350.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
4.0,1.0,1.0,1.0,1.0,1.0,216.0,201.0,10.0,10.0,9.0,9.0,10.0,95.0,9.0
4.0,1.0,2.0,2.0,1.0,30.0,33.0,175.0,10.0,10.0,10.0,10.0,10.0,95.0,10.0
2.0,1.5,1.0,1.0,1.0,3.0,102.0,165.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,234.0,129.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
4.0,1.0,0.0,2.0,1.0,3.0,41.0,109.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,2.0,1.0,1.0,213.0,178.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,7.0,90.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,0.0,1.0,1.0,3.0,82.0,140.0,9.0,10.0,10.0,10.0,10.0,91.0,9.0
3.0,1.0,1.0,2.0,1.0,3.0,55.0,219.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,1.0,3.0,138.0,141.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
6.0,1.0,3.0,3.0,1.0,2.0,9.0,260.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,5.0,10.0,160.0,10.0,10.0,9.0,10.0,10.0,96.0,9.0
2.0,2.0,1.0,2.0,1.0,3.0,4.0,75.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,168.0,118.0,10.0,10.0,9.0,10.0,10.0,94.0,9.0
1.0,1.0,1.0,1.0,1.0,1.0,110.0,72.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
5.0,1.0,2.0,3.0,1.0,2.0,3.0,225.0,10.0,10.0,9.0,10.0,10.0,93.0,9.0
3.0,1.0,0.0,1.0,1.0,1.0,171.0,146.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
3.0,1.0,1.0,1.0,1.0,2.0,103.0,135.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
3.0,1.0,1.0,2.0,1.0,3.0,249.0,179.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
8.0,1.0,3.0,5.0,1.0,2.0,268.0,295.0,10.0,10.0,9.0,10.0,9.0,96.0,9.0
4.0,1.5,2.0,3.0,1.0,30.0,96.0,245.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.0,2.0,2.0,1.0,3.0,40.0,185.0,9.0,10.0,9.0,10.0,10.0,92.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,465.0,95.0,10.0,10.0,9.0,10.0,10.0,96.0,10.0
1.0,1.0,1.0,1.0,1.0,1.0,15.0,80.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,2.0,3.0,3.0,1.0,3.0,24.0,350.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
6.0,2.0,3.0,4.0,1.0,3.0,3.0,350.0,9.0,9.0,10.0,9.0,10.0,100.0,9.0
2.0,1.0,1.0,1.0,1.0,3.0,128.0,175.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.5,2.0,2.0,1.0,2.0,5.0,150.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,1.0,15.0,150.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,0.0,2.0,1.0,1.0,95.0,129.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,2.5,2.0,2.0,1.0,2.0,26.0,425.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,2.0,2.0,1.0,1.0,54.0,350.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,0.0,1.0,1.0,2.0,50.0,215.0,10.0,9.0,10.0,10.0,10.0,92.0,9.0
2.0,1.0,2.0,2.0,1.0,1.0,19.0,125.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,0.0,1.0,1.0,4.0,43.0,265.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,22.0,99.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
6.0,1.0,2.0,3.0,1.0,3.0,24.0,310.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
1.0,1.0,1.0,1.0,1.0,30.0,11.0,89.0,9.0,9.0,8.0,9.0,9.0,90.0,8.0
4.0,1.0,0.0,2.0,1.0,2.0,76.0,200.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,2.0,2.0,1.0,6.0,16.0,250.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
10.0,2.0,3.0,4.0,1.0,30.0,42.0,425.0,9.0,10.0,9.0,10.0,10.0,89.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,174.0,119.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
3.0,1.0,1.0,1.0,1.0,30.0,3.0,270.0,9.0,9.0,9.0,9.0,9.0,93.0,9.0
2.0,1.0,0.0,1.0,1.0,30.0,1.0,135.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,30.0,1.0,92.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,1.0,1.0,2.0,30.0,195.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
6.0,2.5,3.0,3.0,1.0,30.0,40.0,550.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.0,1.0,2.0,1.0,1.0,10.0,250.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,1.0,3.0,17.0,110.0,10.0,10.0,9.0,10.0,10.0,98.0,10.0
4.0,1.0,1.0,2.0,1.0,30.0,107.0,225.0,9.0,9.0,9.0,10.0,9.0,89.0,9.0
4.0,1.0,2.0,4.0,1.0,5.0,5.0,300.0,10.0,10.0,9.0,10.0,10.0,96.0,10.0
2.0,1.0,1.0,1.0,1.0,30.0,0.0,189.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,2.0,2.0,2.0,1.0,30.0,36.0,225.0,10.0,9.0,10.0,10.0,10.0,94.0,9.0
3.0,1.0,0.0,1.0,1.0,1.0,26.0,183.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,1.0,2.0,2.0,120.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,1.0,1.0,2.0,140.0,9.0,10.0,10.0,10.0,10.0,100.0,9.0
3.0,1.0,1.0,1.0,1.0,2.0,3.0,250.0,10.0,10.0,10.0,10.0,10.0,93.0,9.0
2.0,1.0,1.0,1.0,1.0,2.0,36.0,160.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,2.0,3.0,2.0,1.0,3.0,27.0,700.0,10.0,10.0,9.0,10.0,10.0,98.0,9.0
1.0,2.0,1.0,1.0,1.0,30.0,0.0,350.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,2.5,3.0,3.0,1.0,3.0,91.0,699.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
7.0,2.0,4.0,5.0,1.0,3.0,13.0,750.0,10.0,10.0,10.0,10.0,10.0,100.0,9.0
4.0,1.0,1.0,2.0,1.0,30.0,23.0,268.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,1.0,3.0,153.0,165.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
3.0,1.0,1.0,2.0,1.0,60.0,5.0,219.0,10.0,10.0,10.0,9.0,10.0,96.0,9.0
4.0,1.5,2.0,2.0,1.0,2.0,14.0,435.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
12.0,2.0,4.0,7.0,1.0,1.0,0.0,419.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
8.0,1.0,3.0,1.0,1.0,5.0,4.0,500.0,10.0,9.0,10.0,10.0,10.0,85.0,9.0
