accommodates,bathrooms,bedrooms,beds,host_total_listings_count,minimum_nights,number_of_reviews,price,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value
3.0,1.5,1.0,1.0,2.0,2.0,5.0,122.0,10.0,10.0,10.0,10.0,10.0,92.0,10.0
4.0,1.0,2.0,2.0,2.0,6.0,1.0,250.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
5.0,3.0,3.0,3.0,2.0,2.0,8.0,475.0,10.0,10.0,9.0,10.0,10.0,93.0,9.0
1.0,1.0,1.0,1.0,2.0,2.0,28.0,120.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
16.0,3.0,4.0,10.0,2.0,2.0,20.0,889.0,10.0,10.0,10.0,10.0,9.0,98.0,9.0
1.0,1.0,1.0,1.0,2.0,2.0,65.0,119.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,0.0,2.0,30.0,154.0,110.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,1.0,2.0,2.0,29.0,150.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,30.0,37.0,160.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
6.0,2.0,3.0,3.0,2.0,2.0,12.0,400.0,10.0,10.0,9.0,10.0,10.0,97.0,9.0
2.0,1.0,0.0,1.0,2.0,31.0,1.0,165.0,10.0,10.0,10.0,10.0,8.0,100.0,8.0
2.0,1.0,1.0,1.0,2.0,2.0,154.0,125.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
2.0,1.0,1.0,1.0,2.0,2.0,115.0,139.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,48.0,130.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.0,1.0,2.0,2.0,30.0,78.0,160.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,55.0,140.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,0.0,195.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,2.0,3.0,3.0,2.0,3.0,6.0,350.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
8.0,1.5,4.0,6.0,2.0,6.0,40.0,375.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
5.0,1.0,3.0,3.0,2.0,2.0,12.0,210.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,32.0,119.0,9.0,10.0,9.0,9.0,10.0,92.0,9.0
10.0,1.5,4.0,5.0,2.0,3.0,18.0,299.0,9.0,10.0,10.0,10.0,10.0,97.0,9.0
2.0,1.0,1.0,1.0,2.0,3.0,7.0,80.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,2.0,2.0,60.0,119.0,10.0,10.0,9.0,10.0,10.0,98.0,10.0
7.0,1.5,2.0,4.0,2.0,3.0,10.0,375.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
1.0,0.5,1.0,1.0,2.0,1.0,1.0,125.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
8.0,2.5,4.0,5.0,2.0,30.0,93.0,400.0,9.0,10.0,9.0,10.0,9.0,92.0,9.0
6.0,1.0,2.0,2.0,2.0,2.0,46.0,349.0,10.0,10.0,9.0,10.0,10.0,95.0,9.0
4.0,1.0,2.0,2.0,2.0,3.0,0.0,200.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,1.0,1.0,3.0,2.0,1.0,187.0,239.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
5.0,1.0,3.0,3.0,2.0,30.0,1.0,350.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
11.0,2.0,2.0,6.0,2.0,1.0,13.0,1000.0,10.0,10.0,10.0,10.0,9.0,98.0,10.0
2.0,1.0,1.0,1.0,2.0,4.0,57.0,128.0,10.0,10.0,10.0,10.0,10.0,94.0,9.0
4.0,1.0,2.0,2.0,2.0,1.0,59.0,169.0,10.0,9.0,10.0,9.0,10.0,92.0,9.0
2.0,1.0,1.0,1.0,2.0,1.0,184.0,89.0,9.0,10.0,10.0,9.0,10.0,93.0,9.0
4.0,1.0,2.0,2.0,2.0,2.0,19.0,225.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,3.0,126.0,10.0,9.0,10.0,9.0,9.0,100.0,9.0
2.0,1.0,1.0,1.0,2.0,5.0,36.0,85.0,10.0,10.0,9.0,10.0,10.0,94.0,10.0
2.0,1.0,1.0,1.0,2.0,3.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,3.0,31.0,110.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,18.0,100.0,10.0,10.0,9.0,10.0,10.0,93.0,9.0
3.0,1.0,1.0,1.0,2.0,2.0,23.0,150.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
9.0,2.0,3.0,3.0,2.0,2.0,3.0,350.0,10.0,10.0,8.0,9.0,10.0,80.0,9.0
5.0,1.0,2.0,3.0,2.0,30.0,14.0,199.0,10.0,10.0,10.0,9.0,9.0,96.0,9.0
7.0,1.0,1.0,4.0,2.0,1.0,92.0,300.0,10.0,10.0,9.0,10.0,10.0,95.0,9.0
11.0,4.0,4.0,6.0,2.0,2.0,10.0,500.0,9.0,10.0,9.0,9.0,10.0,90.0,9.0
4.0,1.0,1.0,3.0,2.0,2.0,14.0,280.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
6.0,2.5,3.0,4.0,2.0,5.0,14.0,1200.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
9.0,1.0,2.0,5.0,2.0,1.0,153.0,400.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,2.0,2.0,2.0,6.0,150.0,9.0,9.0,9.0,10.0,9.0,93.0,9.0
6.0,1.5,3.0,5.0,2.0,5.0,3.0,500.0,10.0,10.0,10.0,10.0,9.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,263.0,65.0,9.0,10.0,9.0,10.0,10.0,90.0,9.0
2.0,1.0,1.0,1.0,2.0,5.0,29.0,125.0,9.0,10.0,10.0,10.0,9.0,89.0,9.0
4.0,1.0,1.0,1.0,2.0,4.0,67.0,200.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.5,2.0,3.0,2.0,3.0,36.0,195.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
6.0,1.0,2.0,3.0,2.0,1.0,38.0,190.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,251.0,75.0,9.0,10.0,9.0,10.0,9.0,92.0,9.0
6.0,1.0,2.0,3.0,2.0,3.0,320.0,190.0,9.0,10.0,9.0,10.0,9.0,94.0,9.0
1.0,1.0,1.0,1.0,2.0,30.0,2.0,59.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,25.0,125.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,1.0,2.0,2.0,1.0,125.0,115.0,10.0,10.0,9.0,9.0,9.0,94.0,9.0
2.0,1.0,1.0,1.0,2.0,1.0,157.0,99.0,9.0,10.0,9.0,9.0,9.0,88.0,9.0
6.0,2.5,3.0,3.0,2.0,3.0,45.0,360.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,0.0,150.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.0,1.0,1.0,2.0,30.0,11.0,104.0,9.0,10.0,8.0,9.0,10.0,88.0,8.0
4.0,1.0,1.0,2.0,2.0,3.0,19.0,125.0,9.0,10.0,9.0,9.0,9.0,84.0,9.0
4.0,1.0,1.0,2.0,2.0,2.0,13.0,170.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
5.0,2.0,2.0,2.0,2.0,1.0,4.0,230.0,9.0,10.0,10.0,10.0,8.0,90.0,9.0
2.0,2.0,1.0,1.0,2.0,3.0,205.0,169.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,38.0,80.0,9.0,10.0,8.0,10.0,9.0,84.0,9.0
2.0,1.0,1.0,1.0,2.0,1.0,36.0,70.0,10.0,10.0,9.0,10.0,10.0,93.0,9.0
3.0,1.0,1.0,1.0,2.0,1.0,9.0,71.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,15.0,60.0,9.0,10.0,9.0,10.0,10.0,85.0,9.0
2.0,1.0,1.0,1.0,2.0,30.0,19.0,195.0,9.0,10.0,9.0,10.0,9.0,92.0,9.0
5.0,1.0,1.0,3.0,2.0,1.0,390.0,77.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,2.0,4.0,7.0,173.0,9.0,10.0,10.0,9.0,9.0,91.0,10.0
1.0,1.0,1.0,1.0,2.0,4.0,65.0,95.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.5,2.0,2.0,2.0,1.0,28.0,550.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
10.0,4.0,5.0,5.0,2.0,3.0,15.0,850.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,2.0,2.0,3.0,29.0,140.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
6.0,1.0,1.0,3.0,2.0,30.0,57.0,109.0,9.0,9.0,9.0,10.0,10.0,88.0,9.0
2.0,1.0,0.0,1.0,2.0,30.0,40.0,150.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
2.0,1.0,1.0,0.0,2.0,30.0,51.0,329.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,2.0,3.0,85.0,130.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
8.0,2.0,3.0,4.0,2.0,30.0,11.0,495.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,1.0,2.0,30.0,28.0,220.0,10.0,10.0,10.0,10.0,10.0,99.0,9.0
2.0,1.0,1.0,1.0,2.0,5.0,27.0,150.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.5,2.0,3.0,2.0,30.0,77.0,360.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,58.0,225.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,2.0,7.0,24.0,329.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.5,1.0,2.0,2.0,3.0,6.0,375.0,10.0,10.0,10.0,9.0,10.0,92.0,10.0
2.0,1.0,1.0,2.0,2.0,1.0,0.0,450.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,0.0,1.0,2.0,2.0,49.0,269.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
4.0,1.0,2.0,2.0,2.0,4.0,99.0,214.0,10.0,10.0,10.0,10.0,10.0,94.0,9.0
2.0,1.5,1.0,1.0,2.0,2.0,109.0,189.0,10.0,10.0,10.0,10.0,9.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,215.0,125.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,2.0,3.0,71.0,89.0,10.0,10.0,9.0,10.0,9.0,92.0,9.0
2.0,1.0,1.0,1.0,2.0,2.0,44.0,75.0,9.0,10.0,8.0,10.0,9.0,91.0,9.0
2.0,1.0,0.0,1.0,2.0,30.0,68.0,90.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,10.0,14.0,175.0,10.0,10.0,10.0,10.0,9.0,99.0,10.0
2.0,1.0,1.0,0.0,2.0,30.0,96.0,137.0,10.0,10.0,10.0,10.0,9.0,99.0,10.0
6.0,2.0,3.0,3.0,2.0,5.0,9.0,650.0,10.0,10.0,10.0,10.0,9.0,98.0,9.0
4.0,1.0,2.0,2.0,2.0,6.0,2.0,219.0,10.0,10.0,10.0,10.0,9.0,100.0,9.0
2.0,1.0,1.0,1.0,2.0,1.0,0.0,56.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,0.0,1.0,2.0,2.0,67.0,225.0,10.0,10.0,10.0,10.0,9.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,3.0,114.0,105.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,2.0,2.0,0.0,2.0,6.0,14.0,300.0,10.0,10.0,10.0,9.0,9.0,99.0,9.0
2.0,1.5,1.0,1.0,2.0,2.0,24.0,160.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
1.0,1.0,1.0,1.0,2.0,3.0,63.0,90.0,10.0,10.0,10.0,10.0,9.0,98.0,9.0
2.0,1.0,1.0,1.0,2.0,1.0,84.0,173.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
6.0,2.5,3.0,3.0,2.0,3.0,10.0,445.0,8.0,10.0,8.0,9.0,10.0,84.0,9.0
2.0,1.0,1.0,1.0,2.0,30.0,36.0,185.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,14.0,119.0,10.0,10.0,10.0,10.0,10.0,100.0,9.0
2.0,1.0,1.0,1.0,2.0,7.0,24.0,140.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
3.0,1.0,0.0,2.0,2.0,1.0,141.0,192.0,10.0,10.0,10.0,10.0,10.0,92.0,9.0
3.0,1.0,0.0,1.0,2.0,1.0,84.0,159.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.0,2.0,2.0,2.0,4.0,76.0,242.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,301.0,99.0,9.0,10.0,9.0,10.0,10.0,92.0,9.0
1.0,1.0,1.0,1.0,2.0,1.0,149.0,95.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
5.0,1.0,1.0,3.0,2.0,3.0,237.0,175.0,10.0,10.0,10.0,10.0,9.0,98.0,10.0
4.0,2.0,2.0,2.0,2.0,7.0,4.0,300.0,9.0,10.0,9.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,1.0,2.0,1.0,78.0,199.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
3.0,1.0,1.0,2.0,2.0,1.0,17.0,120.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,2.0,2.0,1.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.5,2.0,2.0,2.0,2.0,49.0,290.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
2.0,2.0,1.0,1.0,2.0,3.0,20.0,75.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,2.0,2.0,2.0,3.0,37.0,350.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,14.0,220.0,10.0,10.0,10.0,10.0,10.0,99.0,9.0
4.0,1.0,1.0,1.0,2.0,2.0,18.0,175.0,10.0,10.0,9.0,10.0,10.0,91.0,9.0
2.0,1.5,1.0,1.0,2.0,2.0,14.0,169.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
6.0,2.0,3.0,3.0,2.0,2.0,114.0,425.0,10.0,10.0,10.0,10.0,9.0,97.0,10.0
2.0,2.0,1.0,1.0,2.0,3.0,18.0,75.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,18.0,135.0,10.0,10.0,9.0,10.0,10.0,92.0,9.0
4.0,1.0,2.0,2.0,2.0,2.0,200.0,196.0,10.0,10.0,9.0,10.0,10.0,93.0,9.0
6.0,1.0,2.0,4.0,2.0,3.0,3.0,349.0,9.0,10.0,9.0,10.0,8.0,93.0,9.0
2.0,1.0,1.0,1.0,2.0,1.0,0.0,195.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.0,2.0,4.0,2.0,3.0,20.0,225.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
3.0,1.0,1.0,2.0,2.0,1.0,486.0,120.0,10.0,10.0,10.0,10.0,9.0,97.0,10.0
4.0,2.0,2.0,2.0,2.0,2.0,41.0,300.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
6.0,1.0,3.0,0.0,2.0,4.0,23.0,400.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,1.5,3.0,3.0,2.0,2.0,2.0,450.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,2.0,2.0,2.0,2.0,30.0,149.0,285.0,10.0,10.0,9.0,10.0,9.0,94.0,9.0
2.0,1.0,0.0,1.0,2.0,3.0,185.0,140.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
4.0,1.0,1.0,2.0,2.0,1.0,36.0,279.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
4.0,2.0,2.0,2.0,2.0,2.0,13.0,355.0,10.0,10.0,10.0,10.0,10.0,100.0,9.0
6.0,1.5,3.0,5.0,2.0,2.0,0.0,395.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,2.5,2.0,2.0,2.0,4.0,13.0,290.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,3.0,1.0,125.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,2.0,2.0,2.0,3.0,16.0,190.0,10.0,10.0,10.0,10.0,9.0,94.0,10.0
2.0,1.0,1.0,1.0,2.0,1.0,5.0,125.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,3.0,29.0,150.0,10.0,9.0,10.0,9.0,9.0,94.0,9.0
1.0,1.0,1.0,1.0,2.0,3.0,0.0,100.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,0.0,1.0,2.0,1.0,144.0,175.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
6.0,1.0,3.0,3.0,2.0,2.0,2.0,200.0,10.0,10.0,6.0,10.0,9.0,90.0,10.0
4.0,2.5,2.0,4.0,2.0,3.0,1.0,214.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.5,1.0,1.0,2.0,3.0,13.0,199.0,10.0,10.0,10.0,10.0,9.0,98.0,9.0
5.0,1.0,2.0,2.0,2.0,1.0,44.0,220.0,10.0,10.0,9.0,9.0,10.0,93.0,9.0
3.0,1.0,1.0,2.0,2.0,30.0,67.0,210.0,10.0,10.0,9.0,10.0,10.0,97.0,9.0
6.0,1.0,2.0,6.0,2.0,1.0,1.0,200.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,2.0,2.0,1.0,559.0,139.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
3.0,1.0,1.0,1.0,2.0,2.0,0.0,199.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
4.0,1.0,2.0,2.0,2.0,2.0,23.0,225.0,9.0,10.0,9.0,10.0,10.0,91.0,9.0
6.0,1.0,2.0,5.0,2.0,1.0,144.0,210.0,10.0,10.0,9.0,10.0,10.0,94.0,9.0
4.0,1.5,2.0,3.0,2.0,1.0,153.0,245.0,10.0,10.0,10.0,10.0,9.0,94.0,9.0
2.0,1.0,0.0,2.0,2.0,2.0,16.0,110.0,10.0,10.0,10.0,10.0,10.0,95.0,10.0
1.0,2.0,3.0,0.0,2.0,1.0,42.0,525.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,2.0,2.0,2.0,2.0,14.0,229.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,300.0,140.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.5,1.0,1.0,2.0,3.0,18.0,250.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
1.0,1.0,1.0,1.0,2.0,1.0,28.0,121.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,1.0,2.0,2.0,1.0,20.0,199.0,10.0,10.0,10.0,10.0,10.0,97.0,9.0
5.0,1.5,2.0,3.0,2.0,2.0,0.0,500.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
1.0,1.0,1.0,1.0,2.0,30.0,9.0,120.0,10.0,10.0,9.0,10.0,10.0,100.0,9.0
6.0,2.0,2.0,3.0,2.0,3.0,14.0,385.0,10.0,10.0,10.0,10.0,9.0,99.0,9.0
3.0,1.0,2.0,2.0,2.0,2.0,5.0,175.0,9.0,8.0,8.0,8.0,8.0,76.0,8.0
4.0,1.0,2.0,2.0,2.0,5.0,0.0,800.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,209.0,115.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
1.0,1.0,1.0,1.0,2.0,4.0,45.0,155.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,30.0,127.0,30.0,9.0,9.0,9.0,9.0,9.0,86.0,9.0
4.0,2.0,2.0,2.0,2.0,3.0,12.0,322.0,10.0,9.0,10.0,9.0,10.0,94.0,9.0
4.0,1.5,2.0,2.0,2.0,30.0,4.0,180.0,10.0,10.0,9.0,10.0,10.0,100.0,9.0
2.0,2.0,1.0,1.0,2.0,5.0,50.0,138.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
4.0,3.0,2.0,2.0,2.0,5.0,2.0,500.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
3.0,1.0,1.0,1.0,2.0,4.0,29.0,210.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.0,1.0,1.0,2.0,30.0,4.0,140.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,1.0,2.0,2.0,3.0,143.0,269.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
4.0,1.0,1.0,2.0,2.0,3.0,80.0,219.0,10.0,10.0,9.0,10.0,9.0,91.0,9.0
2.0,1.0,1.0,1.0,2.0,30.0,26.0,150.0,10.0,10.0,10.0,10.0,10.0,95.0,10.0
3.0,2.0,3.0,3.0,2.0,30.0,0.0,300.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
1.0,1.0,1.0,1.0,2.0,2.0,27.0,145.0,10.0,10.0,9.0,10.0,10.0,97.0,9.0
2.0,1.5,1.0,1.0,2.0,2.0,62.0,149.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
2.0,1.5,1.0,1.0,2.0,2.0,124.0,149.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
4.0,2.0,2.0,2.0,2.0,2.0,1.0,300.0,8.0,10.0,10.0,10.0,10.0,80.0,8.0
4.0,1.0,2.0,2.0,2.0,3.0,27.0,250.0,9.0,10.0,10.0,10.0,9.0,96.0,9.0
2.0,1.0,1.0,1.0,2.0,1.0,41.0,125.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
2.0,1.0,1.0,2.0,2.0,1.0,12.0,325.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,6.0,25.0,119.0,10.0,10.0,9.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,1.0,2.0,3.0,2.0,125.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
4.0,1.0,3.0,3.0,2.0,3.0,9.0,190.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
6.0,1.5,2.0,3.0,2.0,30.0,100.0,165.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
3.0,1.5,2.0,2.0,2.0,4.0,14.0,299.0,9.0,10.0,9.0,10.0,9.0,91.0,9.0
2.0,1.0,1.0,1.0,2.0,2.0,5.0,151.0,9.0,10.0,10.0,10.0,10.0,96.0,9.0
4.0,1.0,1.0,1.0,2.0,1.0,25.0,148.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
8.0,3.0,3.0,4.0,2.0,3.0,7.0,895.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,2.0,52.0,117.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
6.0,2.0,2.0,3.0,2.0,30.0,62.0,239.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0
2.0,1.0,1.0,1.0,2.0,30.0,10.0,95.0,10.0,9.0,9.0,10.0,10.0,88.0,8.0
2.0,1.0,1.0,1.0,2.0,30.0,10.0,110.0,9.0,10.0,9.0,10.0,10.0,96.0,9.0
2.0,1.0,1.0,1.0,2.0,30.0,5.0,201.0,9.0,10.0,10.0,10.0,10.0,88.0,8.0
5.0,2.0,2.0,2.0,2.0,3.0,78.0,455.0,10.0,10.0,9.0,10.0,10.0,94.0,9.0
7.0,1.0,2.0,3.0,2.0,2.0,81.0,300.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,2.5,3.0,3.0,2.0,3.0,38.0,375.0,10.0,10.0,10.0,10.0,10.0,94.0,9.0
5.0,1.0,1.0,2.0,2.0,1.0,202.0,200.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
2.0,1.0,1.0,1.0,2.0,21.0,6.0,109.0,10.0,9.0,9.0,9.0,8.0,90.0,8.0
1.0,1.0,1.0,1.0,2.0,2.0,11.0,165.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
3.0,1.0,1.0,2.0,2.0,30.0,12.0,189.0,10.0,10.0,9.0,10.0,10.0,98.0,10.0
2.0,1.0,1.0,1.0,2.0,3.0,28.0,100.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
8.0,2.0,3.0,4.0,2.0,3.0,24.0,299.0,10.0,10.0,9.0,10.0,10.0,95.0,9.0
1.0,1.0,1.0,1.0,2.0,2.0,125.0,65.0,10.0,10.0,10.0,10.0,10.0,98.0,9.0
2.0,2.0,1.0,1.0,2.0,30.0,12.0,74.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
4.0,1.0,1.0,2.0,2.0,180.0,5.0,160.0,9.0,10.0,8.0,10.0,10.0,92.0,10.0
2.0,1.0,0.0,1.0,2.0,1.0,217.0,135.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
4.0,1.0,1.0,2.0,2.0,1.0,200.0,140.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
1.0,2.0,1.0,1.0,2.0,30.0,17.0,62.0,9.0,10.0,10.0,10.0,10.0,94.0,9.0
4.0,1.0,2.0,2.0,2.0,3.0,17.0,350.0,10.0,10.0,10.0,10.0,10.0,96.0,9.0
2.0,0.5,1.0,1.0,2.0,1.0,125.0,105.0,10.0,10.0,10.0,10.0,10.0,96.0,10.0
8.0,2.5,4.0,5.0,2.0,3.0,13.0,575.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
2.0,0.0,1.0,1.0,2.0,1.0,193.0,72.0,10.0,10.0,10.0,10.0,10.0,95.0,9.0
2.0,1.0,1.0,1.0,2.0,1.0,68.0,105.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0
5.0,4.0,3.0,3.0,2.0,7.0,0.0,710.0,10.0,10.0,10.0,10.0,10.0,97.0,10.0
6.0,2.0,3.0,4.0,2.0,3.0,79.0,490.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0
